location,technology,time_step,production
GER,Coal,522,68591.74583057761
GER,Coal,523,68591.74583057761
GER,Coal,524,68591.74583057761
GER,Coal,525,64221.138218919
GER,Coal,526,60478.1633719849
GER,Coal,527,57718.3076728974
GER,Coal,528,52902.4739882055
GER,Coal,529,49451.5033297986
GER,Coal,530,47202.9465901207
GER,Coal,531,46113.3833763648
GER,Coal,532,46410.0251793833
GER,Coal,533,47554.6113460062
GER,Coal,534,50665.8930668983
GER,Coal,535,58562.8889307579
GER,Coal,536,66407.283277886
GER,Coal,537,68591.74583057761
GER,Coal,538,68591.74583057761
GER,Coal,539,68591.74583057761
GER,Coal,540,68591.74583057761
GER,Coal,541,68591.74583057761
GER,Coal,542,68591.74583057761
GER,Coal,543,67567.0940539795
GER,Coal,544,66598.1334265584
GER,Coal,545,66547.3546202863
GER,Coal,546,68591.74583057761
GER,Coal,547,68591.74583057761
GER,Coal,548,66395.6068223536
GER,Coal,549,61762.3333080534
GER,Coal,550,58162.7524900919
GER,Coal,551,55844.4022847301
GER,Coal,552,52202.1981145474
GER,Coal,553,48927.2666728243
GER,Coal,554,46289.0493347381
GER,Coal,555,44716.2787350579
GER,Coal,556,44162.9684158185
GER,Coal,557,43848.0685748023
GER,Coal,558,43534.7830245431
GER,Coal,559,43985.0862790896
GER,Coal,560,47841.8433958123
GER,Coal,561,51795.3354623936
GER,Coal,562,55620.099802968
GER,Coal,563,58247.2526779132
GER,Coal,564,59688.0972844511
GER,Coal,565,58974.4801405389
GER,Coal,566,56496.5898367113
GER,Coal,567,54770.705987215
GER,Coal,568,53805.5960384924
GER,Coal,569,54188.3220057106
GER,Coal,570,58525.750757578
GER,Coal,571,59448.2272492865
GER,Coal,572,57107.3445449533
GER,Coal,573,52848.8063824289
GER,Coal,574,50157.9572132327
GER,Coal,575,49578.5428695759
GER,Coal,576,46434.0879688464
GER,Coal,577,43123.5821207362
GER,Coal,578,40770.548654631
GER,Coal,579,39470.9760037683
GER,Coal,580,38761.3541675774
GER,Coal,581,38489.6258804943
GER,Coal,582,37835.9686667787
GER,Coal,583,36790.1252086679
GER,Coal,584,38647.2725349506
GER,Coal,585,41732.2853928168
GER,Coal,586,46057.9770603943
GER,Coal,587,49503.2137008861
GER,Coal,588,52376.095048348
GER,Coal,589,52080.9229070639
GER,Coal,590,49980.821593125
GER,Coal,591,48436.7008734348
GER,Coal,592,47762.9224920906
GER,Coal,593,48577.549046835
GER,Coal,594,53713.2195498727
GER,Coal,595,55875.4331816842
GER,Coal,596,54330.660050431
GER,Coal,597,51552.9397812422
GER,Coal,598,50011.6036512054
GER,Coal,599,50220.4427894159
GER,Coal,600,47050.7851147058
GER,Coal,601,43954.1595919866
GER,Coal,602,41969.7440966387
GER,Coal,603,41299.2884018669
GER,Coal,604,41627.6438277811
GER,Coal,605,43415.4852613345
GER,Coal,606,47740.1108398668
GER,Coal,607,57652.9566687177
GER,Coal,608,65571.3147326524
GER,Coal,609,68430.4916563425
GER,Coal,610,68591.74583057761
GER,Coal,611,68591.74583057761
GER,Coal,612,68591.74583057761
GER,Coal,613,68591.74583057761
GER,Coal,614,68591.74583057761
